pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgement
527	Una mujer que viste una boa rosa va en bicicleta por un puente construido para peatones .	La mujer con pantalones plateados , pantalones de campana rosas y una bufanda rosa está montando una bicicleta	2.5	NEUTRAL
528	Una persona , que está montando una bicicleta , lleva ropa negra .	Un ciclista lleva ropa negra .	4.7	ENTAILMENT
529	Un motociclista esta desnudo	Un ciclista lleva ropa negra .	3.315	CONTRADICTION
531	Un hombre que empuja una bicicleta lleva un casco negro	Un hombre lleva un casco negro y empuja una bicicleta .	4.8	ENTAILMENT
535	Un ciclista lleva ropa negra .	No hay ningún hombre con casco negro y empujando una bicicleta	2.7	NEUTRAL
538	Un hombre lleva un casco negro y empuja una bicicleta .	Un motociclista esta desnudo	2.6	NEUTRAL
541	El hombre con una camiseta gris está sentado sobre una roca frente a la cascada .	El hombre con una camiseta teñida de gris está sentado sobre una roca frente a una cascada .	4.9	ENTAILMENT
542	El hombre con una camiseta gris está sentado sobre una roca frente a la cascada .	No hay ningún hombre con una camiseta gris sentado en una roca frente a la cascada .	3.5	CONTRADICTION
545	Una mujer está de pie y no está mirando la cascada .	Una mujer está sentada y mirando la cascada .	3.1	NEUTRAL
548	Una mujer está de pie y no está mirando la cascada .	El hombre con una camiseta gris está sentado sobre una roca frente a la cascada .	2.5	NEUTRAL
550	El hombre con una camiseta teñida de gris está sentado sobre una roca frente a una cascada .	Una mujer está sentada y mirando la cascada .	3.1	NEUTRAL
551	No hay ningún hombre con una camiseta gris sentado en una roca frente a la cascada .	Una mujer está sentada y mirando la cascada .	1.9	NEUTRAL
552	Una mujer está sentada y mirando la cascada .	Un rockero está sentado con una camiseta que tiene un hombre sobre una cascada gris en el frente	2.5	NEUTRAL
555	Un perro , que es marrón , y uno negro están corriendo en la hierba .	No hay perro corriendo en la hierba	3.4	CONTRADICTION
556	Un hombre negro corre en la hierba marrón y corre con un perro	Un perro , que es marrón , y uno negro están corriendo en la hierba .	2.5	NEUTRAL
557	Un perro negro oscuro y un perro marrón claro están jugando en el patio de atrás .	Un perro negro oscuro y un perro marrón claro están jugando en el patio trasero .	4.9	ENTAILMENT
560	Un perro negro oscuro y un perro marrón claro están jugando en el patio de atrás .	Un perro , que es marrón , y uno negro están corriendo en la hierba .	4.0	NEUTRAL
561	Un perro negro oscuro y un perro marrón claro están peleando en el patio trasero .	Un perro , que es marrón , y uno negro están corriendo en la hierba .	3.6	NEUTRAL
564	No hay perro corriendo en la hierba	Un perro negro oscuro y un perro marrón claro están jugando en el patio trasero .	3.1	NEUTRAL
565	Un perro negro oscuro y un perro marrón claro están jugando en el patio trasero .	Un hombre negro corre en la hierba marrón y corre con un perro	2.0	NEUTRAL
568	Un perro que tiene un pelaje marrón y blanco está sentado en aguas poco profundas .	Un perro que tiene un pelaje marrón y blanco está trotando por aguas poco profundas .	4.1	NEUTRAL
570	Un perro blanco y marrón camina con dificultad por el agua .	Un perro blanco y marrón se pasea por el agua con dificultad .	4.5	ENTAILMENT
581	Un grupo de niños está en silencio frente a una gran puerta de madera .	Un grupo de niños está jugando con una pelota frente a una gran puerta de madera .	3.5	NEUTRAL
586	Los niños no juegan frente a una puerta grande .	Un grupo de niños está jugando con una pelota frente a una gran puerta de madera .	3.4	NEUTRAL
587	Un grupo de niños está jugando con una pelota frente a una gran puerta de madera .	Los niños juegan frente a una puerta grande .	3.4	ENTAILMENT
588	Los niños juegan frente a una puerta grande .	Un grupo de niños está en silencio frente a una gran puerta de madera .	3.4	NEUTRAL
597	Una mujer lleva un vestido negro , rojo , blanco y rosa	Una mujer se quita un manto , que es muy grande , y revela ropa extravagante .	2.8	NEUTRAL
599	Una mujer se quita una capa , que es muy grande , y deja al descubierto un vestido extravagante .	Una mujer lleva un vestido negro , rojo , blanco y rosa	3.4	NEUTRAL
601	Una adolescente está guardando cuentas rojas .	Una adolescente lleva cuentas rojas .	3.8	NEUTRAL
603	Una joven con cabello castaño claro lleva un collar rojo , una sudadera y aretes y está sonriendo	Una señora joven , con cabello castaño claro , lleva un collar rojo , una sudadera y aretes y está sonriendo	5.0	ENTAILMENT
604	Una joven con cabello castaño claro lleva un collar rojo , una sudadera y aretes y está sonriendo	No hay ninguna señorita de cabello castaño claro con un collar rojo , una sudadera y aretes y sonriendo	3.7	CONTRADICTION
605	Una joven con cabello castaño claro lleva un collar rojo , una sudadera y aretes y está sonriendo	Una sudadera roja con una dama sonriente es adecuada para usar con cabello castaño claro , aretes y un collar .	3.3	NEUTRAL
606	Una señora joven , con cabello castaño claro , lleva un collar rojo , una sudadera y aretes y está sonriendo	Una adolescente lleva cuentas rojas .	3.1	NEUTRAL
609	Una joven con cabello castaño claro lleva un collar rojo , una sudadera y aretes y está sonriendo	La adolescente lleva abalorios rojos .	2.4	NEUTRAL
611	A la niña le gusta el rojo y no usa abalorios para adolescentes	Una joven con cabello castaño claro lleva un collar rojo , una sudadera y aretes y está sonriendo	2.3	NEUTRAL
617	Un niño asustado está en un muro de escalada	Un niño asustado está en el suelo	3.4	NEUTRAL
621	Un niño está trepando por una pared construida artificialmente para escalar y está atado a una cuerda	Un niño trepador rescata al gato asustado del muro	2.2	NEUTRAL
622	Un niño asustado está en un muro de escalada	Un niño trepa sin esfuerzo por una pared construida artificialmente para escalar y está atado a una cuerda	4.1	NEUTRAL
625	Un niño está trepando por una pared construida artificialmente para escalar y está atado a una cuerda	Un niño asustado está en un muro de escalada	3.9	NEUTRAL
626	Un padre lanza a su hija a una piscina .	Un padre lanza a la hija a una piscina .	4.8	ENTAILMENT
628	Un padre está en la piscina durante el lanzamiento de sus hijas	Un padre lanza a la hija a una piscina .	3.2	NEUTRAL
629	El hombre lanza a un niño a la piscina que está cerca del océano .	Un hombre lanza a un niño a la piscina que está cerca del océano .	4.8	ENTAILMENT
631	El hombre lanza a un niño a la piscina que está cerca del océano .	Un niño nadando en el océano lanza una moneda a la piscina , cerca del hombre .	2.2	NEUTRAL
632	Un hombre lanza a un niño a la piscina que está cerca del océano .	Un padre lanza a la hija a una piscina .	3.9	NEUTRAL
634	Un niño nadando en el océano lanza una moneda a la piscina , cerca del hombre .	Un padre lanza a la hija a una piscina .	1.6	NEUTRAL
637	Un padre está en la piscina durante el lanzamiento de sus hijas	El hombre lanza a un niño a la piscina que está cerca del océano .	2.515	NEUTRAL
638	Un padre lanza a la hija a una piscina .	El hombre lanza a un niño a la piscina que está cerca del océano .	3.8	NEUTRAL
641	Un escalador social está atando a un hombre a un acantilado con una cuerda .	Un hombre está escalando un acantilado con una cuerda .	3.1	NEUTRAL
643	Una persona está parada frente a una roca con una cuerda , que es rosa .	Una persona está escalando una roca con una cuerda , que es rosa .	3.9	NEUTRAL
645	Una persona trepa una roca con una cuerda , que es rosa	Un hombre está escalando un acantilado con una cuerda .	4.3	ENTAILMENT
646	Un hombre está escalando un acantilado con una cuerda .	Una persona está parada frente a una roca con una cuerda , que es rosa .	3.4	NEUTRAL
648	Una persona está escalando una roca con una cuerda , que es rosa .	Un hombre está escalando el acantilado con una cuerda .	4.1	ENTAILMENT
649	Una persona está escalando una roca con una cuerda , que es rosa .	Un hombre desciende por un acantilado con una cuerda .	2.8	NEUTRAL
650	Una persona está escalando una roca con una cuerda , que es rosa .	Un escalador social está atando a un hombre a un acantilado con una cuerda .	2.685	NEUTRAL
653	Un niño no está trepando por una pared de roca	El joven está escalando la pared de roca .	4.1	CONTRADICTION
655	Un niño pequeño está escalando un muro de escalada en el interior	Un niño está escalando un muro de escalada en el interior	4.7	ENTAILMENT
657	Un niño pequeño está escalando un muro de escalada en el interior	Un niño está adentro viendo un programa sobre unos jóvenes escaladores en una pared de roca .	3.2	NEUTRAL
660	Un niño está adentro viendo un programa sobre unos jóvenes escaladores en una pared de roca .	El joven está escalando la pared de roca .	3.4	NEUTRAL
661	Un niño trepa por una pared de roca .	Un niño pequeño está escalando un muro de escalada en el interior	4.3	NEUTRAL
663	Un joven escalador está haciendo una pared de roca para los niños .	Un niño pequeño está escalando un muro de escalada en el interior	2.9	NEUTRAL
668	El ciclista está realizando un truco en el aire .	El ciclista no está haciendo un truco en el aire	3.8	CONTRADICTION
671	Un hombre está haciendo un truco de bicicleta en el aire	El ciclista no está haciendo un truco en el aire	2.9	NEUTRAL
672	Un hombre está haciendo un truco de bicicleta en el aire	El aire engaña a un ciclista	3.0	NEUTRAL
676	Un perro , que es negro , y uno blanco se miran en la calle .	Un perro , que es negro , y otro , que es blanco , se miran en la calle .	4.9	ENTAILMENT
678	Un perro , que es negro , y uno blanco se miran en la calle .	Un perro blanco está mirando la calle negra .	3.1	NEUTRAL
679	Dos perros de diferentes razas se miran enojados al otro lado de la calle	Dos perros de diferentes razas se miran al otro lado de una calle	4.6	ENTAILMENT
680	Dos perros de diferentes razas se miran al otro lado de una calle	No hay perros de diferentes razas mirándose al otro lado de la calle .	3.9	CONTRADICTION
685	Un perro , que es negro , y otro , que es blanco , se miran en la calle .	Dos perros de diferentes razas se miran al otro lado de una calle	4.1	NEUTRAL
690	Un perro junto a un árbol , que probablemente sea un pino , está tirando un cubo .	Un perro junto a un árbol , que probablemente sea un pino , muerde un cubo .	3.4	NEUTRAL
691	Un perro junto a un árbol , que probablemente sea un pino , muerde un cubo .	Un perro en un balde muerde un árbol que probablemente sea un pino	3.2	NEUTRAL
692	Un perro peludo y negro está en un patio trasero y lleva una canasta en la boca .	Un perro peludo y negro está en un patio trasero y lleva una canasta en la boca .	5.0	ENTAILMENT
693	Un perro peludo y negro está en un patio trasero y lleva una canasta en la boca .	No hay perro peludo y negro en un patio trasero que lleve una canasta en la boca .	3.7	CONTRADICTION
696	Un perro junto a un árbol , que probablemente sea un pino , muerde un cubo .	No hay perro peludo y negro en un patio trasero que lleve una canasta en la boca .	3.2	NEUTRAL
697	Un perro en el patio trasero lleva pelaje negro en una canasta en la boca .	Un perro junto a un árbol , que probablemente sea un pino , muerde un cubo .	3.4	NEUTRAL
699	Un perro peludo y negro está en un patio trasero y lleva una canasta en la boca .	Un perro junto a un árbol , que probablemente sea un pino , está tirando un cubo .	2.8	NEUTRAL
702	Dos personas de gran tamaño están sentadas en un banco del parque y tienen una botella de refresco entre ellas	Dos personas grandes están sentadas en un banco del parque y tienen una botella de refresco entre ellas	4.7	ENTAILMENT
703	Dos personas grandes están sentadas en un banco del parque y tienen una botella de refresco entre ellas	Dos personas grandes están parados cerca de un banco del parque y no tienen nada entre ellos .	4.1	CONTRADICTION
704	Dos grandes bancos del parque tienen una persona sentada y una botella de refresco entre ellos	Dos personas grandes están sentadas en un banco del parque y tienen una botella de refresco entre ellas	3.7	ENTAILMENT
709	Un hombre y una mujer están sentados cómodamente en el banco .	Dos personas de gran tamaño están sentadas en un banco del parque y tienen una botella de refresco entre ellas	3.3	NEUTRAL
715	El hombre corre por el liderato	Un hombre lidera la carrera	3.7	NEUTRAL
722	Algunos hombres en una competencia corren afuera	Un hombre lidera la carrera	3.1	NEUTRAL
723	Un hombre está en la retaguardia de la carrera	Algunos hombres en una competencia corren afuera	3.7	NEUTRAL
725	Algunos hombres en una competencia corren afuera	Un hombre lidera la carrera	3.8	NEUTRAL
727	Un hombre con una cámara está estudiando el tema .	No hay ningún hombre con cámara estudiando el tema	3.6	CONTRADICTION
728	Un hombre con una cámara está estudiando el tema .	El sujeto de estudio es un camarógrafo .	3.6	NEUTRAL
729	El hombre del sombrero morado teñido está operando una cámara que hace videos	El hombre del sombrero morado está operando una cámara que graba videos	4.9	ENTAILMENT
730	El hombre del sombrero morado no está operando una cámara que graba videos	El hombre del sombrero morado está operando una cámara que graba videos	3.4	CONTRADICTION
731	El hombre del sombrero morado teñido está operando una cámara que hace videos	Un hombre con una cámara está estudiando el tema .	3.4	NEUTRAL
732	Un hombre con una cámara está estudiando el tema .	El hombre del sombrero morado no está operando una cámara que graba videos	3.2	NEUTRAL
733	El hombre del sombrero morado está operando una cámara que graba videos	El tema está siendo estudiado por un hombre con una cámara .	3.6	NEUTRAL
